nama_kue,deskripsi,sejarah_kue,cara_pembuatan,daerah_kue,gambar,link_sumber
Bika Ambon,"Bika Ambon (Jawi: ???? ?????) adalah kue tradisional khas Medan, Indonesia. Kue ini terbuat dari bahan-bahan seperti tepung tapioka, telur, gula, dan santan. Bika Ambon dimasak selama 12 jam agar dapat bertahan dalam kondisi terbaik dan sesuai apa yang diinginkan selama empat hari karena setelahnya kue tersebut mulai mengeras. Kue basah ini biasanya memiliki jaring-jaring pada bagian dalam. Bika ambon juga dijual dengan berbagai macam rasa, seperti pandan, coklat, keju, dan lain-lain.Kue ini sejenis dengan Medan Perang.Mengapa makanan ini disebut Medan perang Alasannya adalah Bika Ambon seakan-akan berasal dari Ambon padahal tidak,Bika Ambon berasal dari Medan.Hal ini sering disebut Prank oleh beberapa pengguna internet sekarang.Oleh karena itu, didapatkannya kata kunci yakni, Medan dan Prank,jika diplesetkan menjadi Medan Perang.","Bika Ambon merupakan salah satu kue paling terkenal dari Medan dan sering dijadikan oleh-oleh khas daerah tersebut. Meskipun namanya mengandung kata Ambon, kue ini sebenarnya tidak berasal dari Ambon, Maluku. Ada beberapa versi asal-usul penamaannya: salah satunya menyebut bahwa bika Ambon pertama kali dijual di kawasan Jalan Ambon, Medan; versi lain menyebut bahwa kata Ambon diambil dari bahasa Melayu yang berarti harum. Kue ini diyakini merupakan hasil adaptasi dari bika Melayu tradisional yang kemudian dikembangkan oleh masyarakat Tionghoa Medan dengan tambahan bahan-bahan fermentasi seperti nira atau air tuak, sehingga menghasilkan tekstur berpori dan aroma khas. Sejak pertengahan abad ke-20, bika Ambon menjadi ikon kuliner Medan dan bahkan diekspor ke berbagai kota besar di Indonesia.","Bika Ambon dibuat dari campuran tepung tapioka, tepung terigu, santan, telur, gula, dan ragi yang difermentasi selama beberapa jam. Setelah adonan mengembang, adonan dituangkan ke dalam loyang persegi dan dipanggang hingga bagian atasnya berwarna kecokelatan. Proses fermentasi menciptakan rongga-rongga udara yang menjadi ciri khas bika Ambon. Kue ini bertekstur lembut dan kenyal dengan rasa manis gurih dan aroma harum khas pandan dan serai.","Medan, Sumatera Utara",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Kue_bika_ambon.JPG/500px-Kue_bika_ambon.JPG,https://id.wikipedia.org/wiki/Bika_Ambon
Binyolos,"Binyolos adalah kue khas dari daerah Manado, Sulawesi Utara yang terbuat dari bola ubi yang digoreng. Binyolos sering dihidangkan di pagi hari atau sebagai teman minum kopi oleh masyarakat di Suawesi Utara. Kue Binyolos bisa ditemukan di pasar tradisional seperti di pasar di daerah Air Madidi atau di pusat kuliner Tinutuan, Wakekek. Kue Binyolos memiliki cita rasa manis dikarenakan ubi yang menjadi bahan dasarnya dan sekilas mirip Jemblem. Namun yang membedakan adalah ubi yang digunakan, jika Jemblem mengunakan ubi kayu maka Binyolos menggunakan ubi jalar.",Binyolos adalah kue tradisional dari Flores yang telah diwariskan secara turun-temurun. Kue ini sering dibuat pada acara keluarga dan perayaan keagamaan. Bahan utamanya yang sederhana menggambarkan gaya hidup masyarakat pedesaan yang memanfaatkan hasil bumi lokal.,"Adonan ubi yang telah dihaluskan dicampur dengan tepung terigu dan mentega. Kemudian ditambahkan vanili, telur dan gula pasir. Setelahnya dibentuk menjadi bola dan ditambahkan isian berupa potongan gula merah agar menambah tekstur dan rasa manis.","Manado, Sulawesi Utara",https://drive.google.com/uc?export=view&id=1ha8zj3MMLjpFAP25hKJRVz9ij1DQgpTH,https://id.wikipedia.org/wiki/Binyolos
Bobengka,"Bobengka adalah kue tradisional yang berasal dari Sulawesi Utara. Kue Bobengka merupakan kue basah yang terbuat dari tepung terigu dan gula merah serta taburan cincangan kenari dan aroma kayu manis. Sekilas, kue Bobengka mirip dengan kue brownies, tetapi karena menggunakan kelapa kembal yang diparut, tampilannya agak berbeda. Cita rasa yang dihasilkan dari kue Bobengka adalah rasa manis dengan tekstur lembut serta rasa kelapa yang kuat. Penggunaan gula merah pada pembuatan kue Bobengka membuat warna kue ini menjadi gelap. Di Ternate juga ditemukan kue Bobengka namun berbeda dalam hal bahan utama pembuatannya yang menggunakan ubi kayu dan dengan cara dipanggang, sedangkan kue Bobengka dari Sulawesi Utara menggunakan tepung terigu dan juga dipanggang menggunakan oven. Selain itu, Bobengka juga dikenal dengan nama Babingka di Filipina dan diduga keberadaan kue ini di Sulawesi Utara berkaitan dengan kedatangan bangsa Portugis atau Spanyol. Dalam beberapa dokumen tercatat nama Bibinca namun memiliki perbedaan dalam hal bahan dan proses pembuatannya. Namun,terdapat teori bahwa kue ini diperkenalkan oleh rahib Katolik Portugis dan Spanyol yang bertugas bepergian dari Ternate/Maluku ke Manila/Filipina karena misi Katolik.","Bobengka merupakan kue tradisional khas masyarakat Minahasa yang sudah dikenal sejak masa kolonial Belanda. Kue ini sering dianggap sebagai simbol perayaan dan kebersamaan karena biasanya disajikan pada acara adat, syukuran, atau hari besar gereja. Bentuk dan cara pembuatannya menunjukkan perpaduan antara teknik panggang ala Eropa dengan bahan-bahan lokal seperti santan dan gula aren. Dalam budaya Minahasa, Bobengka menjadi lambang kemakmuran dan kehangatan keluarga.","Adonan Bobengka dibuat dari tepung terigu, telur, santan, dan gula merah cair. Semua bahan dicampur rata, kemudian dituangkan ke loyang dan dipanggang hingga matang. Kue ini memiliki tekstur padat, aroma wangi santan, dan rasa manis yang lembut.","Minahasa, Sulawesi Utara",https://drive.google.com/uc?export=view&id=1P_WjcvV7w9Ix3oFv-n49MnKqYly3p4Uz,https://id.wikipedia.org/wiki/Bobengka
Boh Rom-Rom,"Boh Rom-Rom adalah kue tradisional khas Aceh. Namun di daerah Jawa kue ini disebut dengan klepon dan Boh Rom-Rom merujuk pada kue yang sama yaitu bola-bola kecil berwarna hijau yang terbuat dari tepung ketan dan berisi gula merah cair, kemudian dilumuri dengan kelapa parut. Dibalik kelezatannya yang manis dan legit, ternyata Boh Rom-Rom menyimpan segudang kisah yang mengakar kuat dalam tradisi Aceh.","Boh Rom-rom merupakan kue tradisional khas Aceh yang telah dikenal sejak masa kerajaan Islam di Tanah Rencong. Nama boh berarti buah, sedangkan rom-rom berarti terbungkus atau menyelimuti. Kue ini melambangkan kehangatan dan kebersamaan masyarakat Aceh, karena biasanya dibuat bersama-sama oleh ibu-ibu kampung menjelang acara adat, kenduri, atau hari besar Islam seperti Maulid Nabi. Boh Rom-rom juga mencerminkan nilai kesederhanaan dalam budaya kuliner Aceh: berbahan dasar ketan dan kelapa, namun menghasilkan cita rasa manis gurih yang khas.","100 gr tepung beras ketan 20 gr air panas 20 gr air dingin 100 gr gula merah 2 lbr daun pandan 75 gram kelapa parut (kukus bersama sedikit garam) Bahan lain: Air yang cukup untuk merebus Boh Rom-Rom.Pertama-tama rebus air bersama daun pandan. Lalu siapkan tepung beras ketan, kemudian campurkan dengan 20 gram air panas, remas-remas tepung dan air panasnya, kemudian tambahkan air dingin, uleni/aduk sampai bisa dibulatkan (jangan terlalu lembek, biarkan saja keras dan kenyal). Beri pewarna makanan hijau, aduk kembali sampai tercampur rata. Lalu tahap kedua, bulatkan adonan lalu isi dengan irisan gula merah, rebus dalam air mendidih. Lakukan sampai adonan habis. Setelah adonan mengapung, angkat dan tiriskan. Siapkan kelapa kukusnya, lalu gulingkan kue Boh Rom-Romnya sampai semuanya berbalut kelapa. Setelah selesai lalu, sajikan.",Aceh,https://drive.google.com/uc?export=view&id=1xGvS37yqBMyLcRlkp3ywNapqgiJ7Tm8Q,https://id.wikipedia.org/wiki/Boh_Rom-Rom
Boh usen,"Boh Usen adalah kue tradisional yang ada di Aceh. kue ini ada dari sejak dulu, generasi 70an sampai 90an tidak asing lagi dengan kue ini yang biasanya ada pada waktu waktu tertentu seperti hari raya, di tempat rumah duka dan hari hari lainnya. Kue ini dibuat dari tepung beras yang dicampur dengan gula pasir, santan, telur dan minyak goreng. Adonan dibuat tipis dan di cetak mirip bulan sabit dan adonannya digoreng. Kenapa dinamakan kue boh usen dikarenakan ada sejenis pohon yang namanya usen, daunnya buat kecil , buahnya bengkok dan mirip dengan bulan sabit walaupun tidak persis mirip. dari situlah asal muasal lahirnya inspirasi nama kue boh usen tersebut. Seiring berjalannya zaman, pada zaman sekarang udah jarang terdapat kue boh usen ini, bahkan banyak anak zaman sekarang yang tidak mengetahui kue ini, dikarenakan kue ini mulai tergerus dengan kue kue yang lebih modern. padahal kue ini sangat tidak kalah enaknya dan tentunya kue ini lebih sehat karena tidak memakai pengawet bila dibandingkan dengan kue sekarang. Dulu Boh Usen dipilih karena mudah dibuat dan bahan baku yang sangat gampang ditemukan. Untuk bagian dalam berupa kelapa dan gula yang dicampur, sehingga menghasilkan rasa gurih dan manis. Sehingga tak heran, jika Boh Usen jadi salah satu pilihan pengunjung di anjungan Pidie Jaya. Hal itu diakui oleh Iqbalsyah, penjaga stand kuliner di anjungan Pidie Jaya, Senin, 6 November 2023. Menurutnya, Boh Usen jadi salah satu favorit pengunjung untuk dibawa pulang. Karena Boh Usen sudah lama tidak terlihat lagi, makanya ramai yang berminat, ujarnya.","Boh Usen juga merupakan kue khas Aceh yang sering hadir dalam upacara adat dan hari besar keagamaan. Nama boh usen berarti buah isi, menggambarkan bentuknya yang menyerupai buah kecil dengan isian manis di dalamnya. Kue ini dipercaya sudah ada sejak masa Kesultanan Aceh, menjadi hidangan jamuan untuk tamu kehormatan. Kini, kue ini masih populer dan sering dijadikan oleh-oleh khas daerah pesisir utara Aceh.","Bahan-bahan yang digunakan untuk membuat kue boh usen antara lain: tepung beras ( tepung yang dibuat dari beras), gula pasir (dibuat dari tebu), santan (dari parutan kelapa), telur ( telur ayam) dan minyak goreng.",Aceh,https://drive.google.com/uc?export=view&id=1MUqtxvGz2BWbqH_6AAEBZGcY_Gnx1-62,https://id.wikipedia.org/wiki/Boh_usen
Bolu gulung,"Bolu gulung (bahasa Inggris: roll cake, Swiss roll) adalah kue bolu yang dipanggang menggunakan loyang dangkal, diisi dengan selai atau krim mentega kemudian digulung. Bolu gulung sering dikenal sebagai jam roll, atau jelly roll di Amerika Serikat. Sebutan Pianono adalah bolu gulung yang populer di Spanyol, Amerika Selatan, dan Filipina. Kue harus segera digulung selagi masih panas sewaktu baru diangkat dari oven agar kue masih lentur sewaktu digulung dan tidak patah. Kertas roti atau serbet bisa dijadikan alas kue sewaktu menggulung. Gulungan bisa dibuka lagi kalau kue sudah agak dingin untuk diisi olesan selai atau krim dari mentega dan setelah itu kue digulung kembali. Kue bisa juga langsung diolesi selai ketika kondisi hangat sehingga cukup digulung sekali saja. Krim mentega (buttercream) bisa dibuat beraneka rasa, misalnya dengan menambahkan coklat bubuk, vanila, pandan, atau bubuk teh hijau. Selain rasa di atas juga ada variasi rasa krim keju, krim meises, krim mocca, selai bluberi, selai stroberi, selai nanas, krim cokelat dan cokelat siram 1.","Bolu Gulung berasal dari kue Eropa bernama Swiss Roll yang dibawa oleh bangsa Belanda ke Hindia Timur pada masa kolonial. Masyarakat Nusantara kemudian mengadaptasinya dengan bahan dan cita rasa lokal seperti pandan, durian, dan selai nanas. Seiring waktu, bolu gulung menjadi kue modern yang menyatu dengan tradisi masyarakat Indonesia, sering dihidangkan pada acara pesta, arisan, atau perayaan hari besar.","Telur, gula, dan tepung terigu dikocok hingga mengembang. Adonan dicampur mentega cair dan vanili, lalu dipanggang tipis di oven. Setelah matang, bagian permukaan dioles selai atau krim mentega dan digulung selagi hangat. Setelah dingin, kue dipotong-potong dan siap disajikan.",Seluruh Indonesia (berakar dari kolonial Belanda),https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/K%C3%A4%C3%A4retorttu.jpg/500px-K%C3%A4%C3%A4retorttu.jpg,https://id.wikipedia.org/wiki/Bolu_gulung
Bolu pandan,"Bolu pandan adalah kue bolu yang berasal dari tanah Melayu (Singapura, Indonesia, Malaysia) yang bertekstur ringan dan lembut, dan diberi rasa dengan perasan daun Pandanus amaryllifolius. Kue ini terkenal di Indonesia, Malaysia, Singapura, Vietnam, Kamboja, Laos, Thailand, Sri Lanka, Hong Kong, Tiongkok, dan juga Belanda, khususnya di kalangan masyarakat Indo, karena ikatan sejarah kolonialnya dengan Indonesia. Kue ini mirip dengan kue buko pandan dari Filipina, tetapi yang berbeda adalah kue tersebut tidak menggunakan kelapa.","Bolu Pandan adalah hasil adaptasi kue bolu klasik Eropa yang diberi sentuhan khas Indonesia melalui penggunaan daun pandan sebagai pewangi dan pewarna alami. Pandan banyak digunakan dalam kuliner Nusantara karena aromanya yang lembut dan menenangkan. Kue ini mulai populer pada awal abad ke-20 ketika masyarakat mulai mengenal teknik pemanggangan dari budaya kolonial. Kini, bolu pandan menjadi salah satu bolu favorit di berbagai daerah, dari pesta keluarga hingga oleh-oleh khas.","Adonan dibuat dari tepung terigu, telur, gula, santan, dan perasan daun pandan. Setelah dikocok hingga mengembang, adonan dipanggang hingga matang. Hasilnya adalah kue lembut dengan warna hijau alami dan aroma pandan yang wangi.",Jawa dan Sumatera,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Sifon_pandan.JPG/500px-Sifon_pandan.JPG,https://id.wikipedia.org/wiki/Bolu_pandan
Bolu suri,"Bolu Suri, juga dikenal sebagai Bolu Sisir, adalah kue tradisional khas Palembang, Sumatera Selatan. Nama suri dalam bahasa Palembang berarti sisir, yang mengacu pada tekstur kue ini yang berongga dan berserat, menyerupai bentuk sisir. Kue ini memiliki kemiripan dengan Bika Ambon dari Medan, namun terdapat perbedaan dalam bahan dan rasa yang membuatnya unik.1","Bolu Suri telah menjadi bagian dari kuliner tradisional Palembang sejak lama. Kue ini sering disajikan pada acara-acara istimewa seperti perayaan hari raya, pernikahan, dan upacara adat lainnya. Teksturnya yang lembut dan rasa manis legit menjadikannya favorit di kalangan masyarakat Palembang. Nama Bolu Suri diberikan karena bentuk dan teksturnya yang menyerupai sisir, mencerminkan kreativitas masyarakat setempat dalam menamai kuliner mereka.","Berikut adalah bahan-bahan yang diperlukan untuk membuat Bolu Suri: 200 ml air hangat 1 sdt ragi instan 100 gram tepung terigu protein sedang 10 butir telur ayam 300 gram gula pasir 1 sdt vanili bubuk 200 ml susu kental manis 150 gram margarin, lelehkanUntuk membuat Bolu Suri, langkah pertama adalah menyiapkan bahan-bahan utama, seperti tepung terigu, telur, gula pasir, ragi instan, susu kental manis, air hangat, vanili bubuk, dan margarin leleh. Adonan biang dibuat terlebih dahulu dengan mencampurkan ragi instan dan air hangat, lalu ditambahkan tepung terigu hingga merata. Adonan ini kemudian didiamkan selama 30 menit agar mengembang. Setelah adonan biang siap, langkah berikutnya adalah membuat adonan utama. Telur dan gula pasir dikocok hingga larut dan mengental, kemudian ditambahkan adonan biang. Setelah itu, susu kental manis dan margarin leleh dimasukkan, lalu adonan kembali diaduk hingga rata. Untuk mendapatkan tekstur khas Bolu Suri, adonan ini perlu didiamkan selama kurang lebih 1,5 jam agar ragi bekerja dengan baik dan membentuk rongga-rongga di dalam kue. Langkah terakhir adalah memanggang adonan. Oven dipanaskan terlebih dahulu pada suhu 180 derajat Celsius. Loyang yang telah diolesi margarin dan ditaburi sedikit tepung digunakan untuk menuangkan adonan. Kue kemudian dipanggang selama 40-50 menit hingga matang dan berwarna keemasan. Setelah matang, kue didinginkan sebelum dipotong dan disajikan. Bolu Suri yang sudah jadi memiliki tekstur yang lembut, berongga, dan cita rasa manis yang khas. Kue ini cocok disajikan bersama teh atau kopi sebagai teman santai di sore hari. Selain rasanya yang lezat, Bolu Suri juga memiliki nilai budaya yang tinggi sebagai salah satu warisan kuliner khas Palembang.3",Palembang,https://drive.google.com/uc?export=view&id=1_KP4m6ti0LJMRbkkRSrbRNzq2FRwiuut,https://id.wikipedia.org/wiki/Bolu_suri
Bong-li-piang,Bong-li-piang (???phak-fa-s? : vng-li-ping) adalah penganan ringan berupa kue yang diisi dengan selai nanas. Kue ini berasal perpaduan tradisi kuliner masyarakat Tionghoa dan Melayu di Kepulauan Bangka Belitung.,"Bong-li bermakna nanas, sementara piang berarti pia (kue, pastri), menunjukkan adanya pengaruh budaya Hakka dalam kuliner Bangka Belitung yang didominasi budaya Melayu. Bahan utama pembuatan bong-li-piang adalah tepung terigu, gula aren dan santan. Semua adonan yang telah tercampur rata kemudian dipanggang hingga menghasilkan tekstur yang lembut. Santan kelapa berperan dalam menghasilkan rasa kue yang gurih. Untuk isi, digunakan selai nanas. Merupakan hidangan yang merakyat, kue ini biasa dijual di toko-toko dan warung kelontong. Biasanya masyarakat Bangka menikmatinya sambil minum kopi atau teh.","Adonan kulit dibuat dari tepung terigu, mentega, dan telur. Bagian dalamnya diisi dengan selai nanas yang manis dan sedikit asam. Setelah dibentuk bulat pipih, kue dipanggang hingga matang keemasan. Teksturnya renyah di luar namun lembut di dalam.",Bangka Belitung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/%E5%8D%B0%E5%B0%BC%E9%82%A6%E5%8A%A0%E5%B3%B6%E9%BB%83%E6%A2%A8%E9%A4%85_bong-li-piang_Bangka.jpg/500px-%E5%8D%B0%E5%B0%BC%E9%82%A6%E5%8A%A0%E5%B3%B6%E9%BB%83%E6%A2%A8%E9%A4%85_bong-li-piang_Bangka.jpg,https://id.wikipedia.org/wiki/Bong-li-piang
Bongko,"Bongko adalah hidangan pembuka sejenis puding yang berasal dari Sumatera Barat, Indonesia. Hidangan ini terbuat dari bahan utama berupa tepung beras, santan kelapa dan gula aren. Bongko biasanya disajikan pada saat berbuka puasa di bulan Ramadan. Selain itu bongko juga disajikan pada acara adat di Minangkabau.","Bongko merupakan makanan khas pesisir Gresik yang dikenal sejak masa penyebaran Islam di Jawa Timur. Awalnya, bongko dibuat untuk sajian buka puasa dan acara keagamaan. Kue ini menggambarkan kekayaan kuliner masyarakat pesisir yang memanfaatkan pisang, tepung, dan santan sebagai bahan pokok.","Bongko yang disajikan memiliki warna hijau dengan tekstur lembut beraroma pandan. Bahan yang digunakan untuk membuat bongko adalah tepung beras, santan kelapa, gula aren, daun pandan dan daun pisang (untuk membungkus). Pertama, buat air daun pandan kemudian campurkan dengan tepung beras hingga membentuk adonan kental seperti bubur. Gunakan daun pisang sebagai pembungkus adonan lalu tambahkan santan dan gula aren sebagai pemanis. Kukus selama beberapa menit hingga matang, lalu bongko siap untuk dihidangkan.","Gresik, Jawa Timur",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Bongko_Palangki_02.jpg/500px-Bongko_Palangki_02.jpg,https://id.wikipedia.org/wiki/Bongko
Burayot,"Burayot merupakan salah satu makanan tradisional khas Sunda yang berasal dari Garut. Makanan tradisional ini dapat ditemukan di beberapa kecamatan di Garut, seperti Leles, Kadungora, dan Wanaraja. Kata burayot sendiri diambil dari bahasa Sunda yang dalam bahasa Indonesia artinya bergelantungan. Kue khas Garut ini terbuat dari bahan baku, seperti tepung beras, gula merah, dan minyak kelapa. Oleh sebab itu, kue ini memiliki rasa yang manis dan gurih. Burayot memiliki bentuk bulat lonjong, sedikit keriput, dan warna kecokelatan. Makanan khas ini dapat dibuat dengan beberapa varian rasa, seperti cokelat, wijen, keju, jahe, dan kacang tanah. Kue khas ini banyak dijual di pusat pariwisata Candi Cangkuang. Di sana, para pembeli dapat menyaksikan langsung pembuatan makanan tradisional ini. Burayot juga menjadi hidangan yang khas bagi warga Garut menjelang hari raya idul fitri.","Sejarah Burayot sangat unik karena ditemukan secara tidak sengaja. Pada zaman dahulu masyarakat Garut gemar membuat makanan ringan yang terbuat dari ubi jalar atau sampeu (singkong). Mereka pun akhirnya berkreasi dengan menambahkan gula aren atau gula merah yang dicairkan. Sampeu (singkong) yang sudah ditambahkan dengan gula merah cair kemudian dinamakan cemprus jadi makanan yang sering diolah oleh pembuat gula aren. Kini cemprus jadi makanan ikonik tradisional dari Kecamatan Pendeui dan masuk dalam warisan budaya takbenda Indonesia. Tetapi, sayangnya cemprus dikenal sebagai makanan yang penyajiannya sangat memakan banyak waktu. Jadi, pengolah lahang dikampung dangdeur mendapatkan ide untuk mengubah makanan ini lebih mudah saat disajikan.","Adonan dibuat dari tepung beras, gula merah, dan santan. Adonan digoreng hingga mengembang dan berwarna cokelat keemasan. Teksturnya renyah di luar dan agak kopong di dalam, dengan rasa manis legit khas gula aren.","Garut, Jawa Barat",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Burayot_Garut.jpg/500px-Burayot_Garut.jpg,https://id.wikipedia.org/wiki/Burayot
Candil,"Candil adalah makanan Indonesia berupa bubur yang terbuat dari tepung ketan, gula merah dan santan. Tepung ketan ditambahkan sedikit tepung kanji dan air dingin dibentuk bulat dan direbus di dalam air gula dan dihidangkan dengan disiram kuah santan. Akibat bentuknya yang bulat, terkadang bubur ini juga dinamakan bubur biji salak. Namun, bahan pembuatan bubur biji salak berbeda dengan bubur candil. Makanan ini adalah makanan yang cukup populer di pulau Jawa dan memiliki nama lain yaitu jenang grendul. Makanan ini sering disajikan sebagai makanan pembuka pada saat berbuka puasa. Teksturnya kenyal saat digigit dan terasa manis. Bubur Candil biasanya juga dihidangkan bersama bubur sumsum dan menimbulkan rasa gurih. Selain di pulau Jawa, bubur ini juga dikenal di beberapa daerah di Indonesia dengan nama yang berbeda yaitu bubur hintalu karuang di Kalimantan Selatan, Jaje batun bedil di Bali dan katiri mandi di Sulawesi.","Candil sudah dikenal sejak masa kerajaan Mataram Kuno dan sering disajikan bersama bubur sumsum atau kolak. Bentuknya yang bulat melambangkan keutuhan dan kebersamaan. Kue ini sering disajikan saat bulan Ramadan, acara selamatan, dan tradisi nyadran. Candil dianggap sebagai simbol doa agar kehidupan keluarga selalu utuh dan penuh berkah.","Tepung ketan dicampur air hangat hingga kalis, dibentuk bulat kecil, dan direbus dalam air gula merah hingga mengapung. Setelah matang, candil disajikan dengan kuah santan gurih. Rasa manis gula merah berpadu lembut dengan gurihnya santan.",Jawa Tengah dan Yogyakarta,https://drive.google.com/uc?export=view&id=18Uu54zxnf1oNVbssGoMDb_jHYMQavDbI,https://id.wikipedia.org/wiki/Candil
Carabikang,"Carabikang adalah penganan yang dibuat dari adonan tepung beras, telur, santan hangat, dan gula pasir, dibakar dalam cetakan yang bentuknya berlekuk-lekuk, setelah matang dicungkil dengan pisau sehingga dapat mekar seperti bunga. Carabikang kue warna warni, berbentuk seperti serabi adalah penganan tradisional khas Jawa yang populer di wilayah Jawa Tengah, Jawa Timur, dan Daerah Istimewa Yogyakarta. Penganan ini berasal dari Semarang, Jawa Tengah. Carabikang terdokumentasi dalam Serat Centini (I: 32:25 ) yang diterbitkan pada abad ke-18M.",Carabikang dikenal sejak masa kerajaan Majapahit dan sering disebut kue seroja karena bentuknya menyerupai bunga mekar. Kue ini biasanya dihidangkan pada acara syukuran atau pesta rakyat sebagai simbol kebahagiaan. Carabikang juga menandai keberhasilan seorang perempuan dalam memasak karena bentuknya yang mekar sempurna dianggap lambang keberuntungan dan kemakmuran.,"Bahan utama berupa tepung beras, santan, gula, dan ragi. Adonan dibagi menjadi beberapa bagian dan diberi pewarna alami seperti daun suji dan pandan. Adonan kemudian dituang ke cetakan panas dan dimasak hingga mekar di tengah. Hasilnya lembut dengan aroma wangi santan.",Jawa yang populer di wilayah Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Carabikang.jpg/500px-Carabikang.jpg,https://id.wikipedia.org/wiki/Carabikang
Cenil,"Cenil (cnil) atau cetil (ctil) adalah penganan yang dibuat dari adonan tepung kanji dan gula pasir, diberi pewarna, dibentuk menjadi bulatan-bulatan kecil, dimakan dengan kelapa parut. Cenil kerap disajikan bersama dengan gula merah cair sebagai saus cocolannya. Cenil atau cetil merupakan penganan tradisional khas Jawa yang populer di wilayah Jawa Tengah, Jawa Timur, dan Daerah Istimewa Yogyakarta. Penganan ini berasal dari Kabupaten Pacitan, Jawa Timur. Cenil biasanya dijual bersama dengan klepon, kicak, getuk, ciwel, cantel, pertolo, dan tepo.","Cenil atau cetil adalah penganan tradisional khas Jawa yang sudah ada sejak tahun 1814 M. Seperti yang terdapat dalam Serat Centini. Namun, diperkirakan pula sudah ada sejak zaman Mataram Kuno abad ke-8 M. Pada tahun 1990-an, cenil hanya dijual di pasar tradisional yang buka hanya pada hari pasaran saja. Cenil juga menjadi ikon suatu pasar di Kabupaten Tulungagung, Jawa Timur.","Aci (yang terbuat dari sari pati singkong/kanji dan tepung beras yang sudah dibentuk, diwarnai dan sudah dikukus) Parutan kelapa Gula pasir Gula merah cair Garam",Jawa yang populer di wilayah Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Cenil.JPG/500px-Cenil.JPG,https://id.wikipedia.org/wiki/Cenil
Cu-chong-kao,"Cu-chong-kao, cu-chong-kau (???","Cu-chong-kao berasal dari komunitas Tionghoa Hokkien di Pontianak dan dikenal sebagai kue kukus tradisional perayaan. Nama cu-chong-kao berarti kue yang dikukus berlapis. Dahulu hanya disajikan saat Tahun Baru Imlek atau perayaan keluarga besar, namun kini menjadi jajanan umum di Kalimantan Barat.","Adonan dibuat dari tepung beras, gula merah, dan air, lalu difermentasi beberapa jam sebelum dikukus. Setiap lapisan dikukus bergantian hingga matang. Teksturnya lembut, sedikit kenyal, dan memiliki rasa manis legit gula merah.","Pontianak, Kalimantan Barat",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/%E5%8D%B0%E5%B0%BC%E9%82%A6%E5%8A%A0%E5%B3%B6%E5%AE%A2%E5%AE%B6%E8%B1%AC%E8%85%B8%E7%B3%95.jpg/500px-%E5%8D%B0%E5%B0%BC%E9%82%A6%E5%8A%A0%E5%B3%B6%E5%AE%A2%E5%AE%B6%E8%B1%AC%E8%85%B8%E7%B3%95.jpg,https://id.wikipedia.org/wiki/Cu-chong-kao
Kue cubit,"Kue cubit merupakan jajanan populer di Jakarta. Kue berukuran kecil ini (diameter sekitar 4 cm) dan biasa dijajakan di depan sekolah oleh pedagang kaki lima. Kue cubit menggunakan campuran susu dan tepung terigu sebagai komponen utamanya. Adonan dimasukkan dalam cetakan baja dan dalam beberapa menit telah masak. Kue ini dimakan menggunakan 2 batang lidi tebal yang menyerupai sumpit. Kue ini mendapatkan namanya karena kue yang matang diambil dengan alat penjepit oleh si pedagang, sehingga terlihat seperti dicubit.",Kue Cubit mulai populer pada era 1970-an di Jakarta sebagai jajanan anak sekolah. Namanya berasal dari ukurannya yang kecil dan mudah diambil dengan dua jari. Kue ini merupakan adaptasi dari kue Belanda poffertjes dan menjadi simbol nostalgia masa kecil masyarakat kota.,"Campuran tepung terigu, telur, gula, susu, dan baking powder diaduk hingga rata. Adonan dituangkan ke cetakan kecil dan dimasak hingga setengah matang agar bagian dalamnya lembut. Biasanya disajikan dengan taburan cokelat meses atau keju parut.",Jakarta (Betawi),https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Kue_cubit.jpg/500px-Kue_cubit.jpg,https://id.wikipedia.org/wiki/Kue_cubit
